run,type,module,name,attrname,attrvalue,value
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,iterationvarsd,,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,iterationvarsf,,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,measurement,,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,network,ned.LightIoTNetwork,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,processid,82757,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,repetition,0,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,replication,#0,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,resultdir,results,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,runnumber,0,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,seedset,123,
Attack50_bloom-0-20250914-02:02:45-82757,config,,,**.gateway.batteryInit_mJ,10000,
Attack50_bloom-0-20250914-02:02:45-82757,config,,,**.gateway.stageOrder,"""$ord""",
Attack50_bloom-0-20250914-02:02:45-82757,config,,,**.result-recording-modes,all,
Attack50_bloom-0-20250914-02:02:45-82757,config,,,**.scalar-recording,true,
Attack50_bloom-0-20250914-02:02:45-82757,config,,,**.vector-recording,true,
Attack50_bloom-0-20250914-02:02:45-82757,config,,,output-scalar-file,results/perms_Attack50_bloom_FHB.sca,
Attack50_bloom-0-20250914-02:02:45-82757,config,,,output-vector-file,results/perms_Attack50_bloom_FHB.vec,
Attack50_bloom-0-20250914-02:02:45-82757,config,,,record-eventlog,false,
Attack50_bloom-0-20250914-02:02:45-82757,config,,,extends,Attack50_record,
Attack50_bloom-0-20250914-02:02:45-82757,config,,,**.gateway.duplicateMethod,"""bloom""",
Attack50_bloom-0-20250914-02:02:45-82757,config,,,network,ned.LightIoTNetwork,
